title_supplier,artist,title_norm,author_norm,title_ref,author,author_norm_supplier,author_norm_ref,provider,file
Sentir Ódio E Nada Mais,Ratos De Porão,sentir odio e nada mais,,SENTIR ODIO E NADA MAIS,T-039.593.539-3,ratos de porao,t-039.593.539-3,clean unified,Planilha UNA.xlsx
Felicidade,Seu Jorge,felicidade,,FELICIDADE,,seu jorge,nan,clean unified,Planilha UNA.xlsx
Final Feliz,Plateia: Márcia Rosa,final feliz,,FINAL FELIZ,T-315.996.147-0,plateia: marcia rosa,t-315.996.147-0,clean unified,Planilha UNA.xlsx
Combate,"Aldair Playboy,Mc Wm",combate,,COMBATE,T-306.803.836-4,"aldair playboy,mc wm",t-306.803.836-4,clean unified,Planilha UNA.xlsx
Lugar Nenhum,Titãs,lugar nenhum,,LUGAR NENHUM,T-304.311.961-1,titas,t-304.311.961-1,clean unified,Planilha UNA.xlsx
Desejo,Soweto,desejo,,DESEJO,T-322.628.586-1,soweto,t-322.628.586-1,clean unified,Planilha UNA.xlsx
Gratidão,Soweto,gratidao,,GRATIDÃO,T-305.217.523-8,soweto,t-305.217.523-8,clean unified,Planilha UNA.xlsx
Ilusão,Soweto,ilusao,,ILUSAO,T-040.011.902-9,soweto,t-040.011.902-9,clean unified,Planilha UNA.xlsx
Ilusão,Soweto,ilusao,,ILUSÃO,,soweto,nan,clean unified,Planilha UNA.xlsx
Perfume,Soweto,perfume,,PERFUME,T-305.215.262-8,soweto,t-305.215.262-8,clean unified,Planilha UNA.xlsx
Te Quero,Soweto,te quero,,TE QUERO,T-305.218.717-0,soweto,t-305.218.717-0,clean unified,Planilha UNA.xlsx
Nocaute,"Monic, The",nocaute,,NOCAUTE,T-317.794.059-5,"monic, the",t-317.794.059-5,clean unified,Planilha UNA.xlsx
Dèjá Vu,Selvagens À Procura Da Lei,deja vu,,DÉJÀ VU,T-308.187.765-4,selvagens a procura da lei,t-308.187.765-4,clean unified,Planilha UNA.xlsx
Ghost,Secret Weapons,ghost,,GHOST,,secret weapons,nan,clean unified,Planilha UNA.xlsx
Brisa,Iza,brisa,,BRISA,T-315.799.145-8,iza,t-315.799.145-8,clean unified,Planilha UNA.xlsx
Brisa,Iza,brisa,,BRISA,T-316.180.981-6,iza,t-316.180.981-6,clean unified,Planilha UNA.xlsx
Brisa,Iza,brisa,,BRISA,T-326.766.166-1,iza,t-326.766.166-1,clean unified,Planilha UNA.xlsx
Me Gusta,"Anitta,Cardi B,Myke Towers",me gusta,,ME GUSTA,,"anitta,cardi b,myke towers",nan,clean unified,Planilha UNA.xlsx
Eu Vou Sentar,"Melody,Nattan",eu vou sentar,,EU VOU SENTAR,T-305.267.256-3,"melody,nattan",t-305.267.256-3,clean unified,Planilha UNA.xlsx
Acabou,Jammil E Uma Noites,acabou,,ACABOU,T-039.497.780-0,jammil e uma noites,t-039.497.780-0,clean unified,Planilha UNA.xlsx
Medo,"Baggios, The",medo,,MEDO,T-039.497.778-6,"baggios, the",t-039.497.778-6,clean unified,Planilha UNA.xlsx
Medo,"Baggios, The",medo,,MEDO,,"baggios, the",nan,clean unified,Planilha UNA.xlsx
Amora,Renato Teixeira,amora,,AMORA,,renato teixeira,nan,clean unified,Planilha UNA.xlsx
Vamos Fugir,Gilberto Gil,vamos fugir,,VAMOS FUGIR,T-305.415.581-2,gilberto gil,t-305.415.581-2,clean unified,Planilha UNA.xlsx
Together,She & Him,together,,TOGETHER,,she & him,nan,clean unified,Planilha UNA.xlsx
Felicidade,Rita Lee,felicidade,,FELICIDADE,,rita lee,nan,clean unified,Planilha UNA.xlsx
Monalisa,Jorge Vercillo,monalisa,,MONALISA,,jorge vercillo,nan,clean unified,Planilha UNA.xlsx
Mulher Rendeira,Trio Nordestino,mulher rendeira,,MULHER RENDEIRA,T-039.167.658-6,trio nordestino,t-039.167.658-6,clean unified,Planilha UNA.xlsx
Sideral,My Magical Glowing Lens,sideral,,SIDERAL,,my magical glowing lens,nan,clean unified,Planilha UNA.xlsx
Macetando,Banda Lady Night,macetando,,MACETANDO,T-318.000.000-0,banda lady night,t-318.000.000-0,clean unified,Planilha UNA.xlsx
Cuidado,Tuyo,cuidado,,CUIDADO,T-317.794.225-1,tuyo,t-317.794.225-1,clean unified,Planilha UNA.xlsx
Cuidado,Tuyo,cuidado,,CUIDADO,,tuyo,nan,clean unified,Planilha UNA.xlsx
Lua,Nilson Neto,lua,,LUA,,nilson neto,nan,clean unified,Planilha UNA.xlsx
Essa É Pra Você,Arthur Espindola,essa e pra voce,,ESSA É PRA VOCE,T-040.048.737-7,arthur espindola,t-040.048.737-7,clean unified,Planilha UNA.xlsx
Vermelho,Chico Da Silva,vermelho,,VERMELHO,T-313.315.106-7,chico da silva,t-313.315.106-7,clean unified,Planilha UNA.xlsx
Count On Me,Bruno Mars,count on me,,COUNT ON ME,T-320.126.127-6,bruno mars,t-320.126.127-6,clean unified,Planilha UNA.xlsx
Outdoor,"Inspirasom,Rodrigo Sant'anna",outdoor,,OUTDOOR,T-301.719.331-2,"inspirasom,rodrigo sant'anna",t-301.719.331-2,clean unified,Planilha UNA.xlsx
Sentadão,"Felipe Original,Js,Pedro Sampaio",sentadao,,SENTADÃO,T-303.014.916-3,"felipe original,js,pedro sampaio",t-303.014.916-3,clean unified,Planilha UNA.xlsx
Sentadão,"Felipe Original,Js,Pedro Sampaio",sentadao,,SENTADÃO,T-304.715.440-1,"felipe original,js,pedro sampaio",t-304.715.440-1,clean unified,Planilha UNA.xlsx
Sentadão,"Felipe Original,Js,Pedro Sampaio",sentadao,,SENTADÃO,T-325.955.974-1,"felipe original,js,pedro sampaio",t-325.955.974-1,clean unified,Planilha UNA.xlsx
Kamasutra,Lauana Prado,kamasutra,,KAMASUTRA,T-305.217.338-9,lauana prado,t-305.217.338-9,clean unified,Planilha UNA.xlsx
Baobá,Caio Prado,baoba,,BAOBA,T-303.385.332-2,caio prado,t-303.385.332-2,clean unified,Planilha UNA.xlsx
Quem Sabe,"Beatriz Rabello,Paulinho Da Viola",quem sabe,,QUEM SABE,,"beatriz rabello,paulinho da viola",nan,clean unified,Planilha UNA.xlsx
Sem Filtro,Iza,sem filtro,,SEM FILTRO,T-335.572.263-9,iza,t-335.572.263-9,clean unified,Planilha UNA.xlsx
Proposta,Pepê,proposta,,PROPOSTA,T-313.413.810-2,pepe,t-313.413.810-2,clean unified,Planilha UNA.xlsx
Aurora,Aurora Miranda,aurora,,AURORA,,aurora miranda,nan,clean unified,Planilha UNA.xlsx
Sentadão,Pedro Sampaio,sentadao,,SENTADÃO,T-303.014.916-3,pedro sampaio,t-303.014.916-3,clean unified,Planilha UNA.xlsx
Sentadão,Pedro Sampaio,sentadao,,SENTADÃO,T-304.715.440-1,pedro sampaio,t-304.715.440-1,clean unified,Planilha UNA.xlsx
Sentadão,Pedro Sampaio,sentadao,,SENTADÃO,T-325.955.974-1,pedro sampaio,t-325.955.974-1,clean unified,Planilha UNA.xlsx
Malandramente,"Dennis Dj,Nandinho,Nego Bam",malandramente,,MALANDRAMENTE,T-308.115.009-2,"dennis dj,nandinho,nego bam",t-308.115.009-2,clean unified,Planilha UNA.xlsx
Terremoto,"Anitta,Mc Kevinho",terremoto,,TERREMOTO,T-307.297.647-3,"anitta,mc kevinho",t-307.297.647-3,clean unified,Planilha UNA.xlsx
Beijinho No Ombro,Andy Gercker,beijinho no ombro,,BEIJINHO NO OMBRO,T-311.569.064-3,andy gercker,t-311.569.064-3,clean unified,Planilha UNA.xlsx
Ela,"Ferrugem,Sorriso Maroto",ela,,ELA,T-322.696.235-8,"ferrugem,sorriso maroto",t-322.696.235-8,clean unified,Planilha UNA.xlsx
São Paulo,"Anitta,Weeknd, The",sao paulo,,SÃO PAULO,,"anitta,weeknd, the",nan,clean unified,Planilha UNA.xlsx
Luz,Djavan,luz,,LUZ,T-040.285.617-0,djavan,t-040.285.617-0,clean unified,Planilha UNA.xlsx
Luz,Djavan,luz,,LUZ,,djavan,nan,clean unified,Planilha UNA.xlsx
Luz,Djavan,luz,,LUZ,T-040.279.887-1,djavan,t-040.279.887-1,clean unified,Planilha UNA.xlsx
Socadona,Preta Gil,socadona,,SOCADONA,T-305.217.548-7,preta gil,t-305.217.548-7,clean unified,Planilha UNA.xlsx
Socadona,Preta Gil,socadona,,SOCADONA,,preta gil,nan,clean unified,Planilha UNA.xlsx
Linha De Frente,"Budah,Tibery",linha de frente,,LINHA DE FRENTE,T-308.636.270-7,"budah,tibery",t-308.636.270-7,clean unified,Planilha UNA.xlsx
Praga,Dônica,praga,,PRAGA,T-317.818.119-2,donica,t-317.818.119-2,clean unified,Planilha UNA.xlsx
Se Foi,Aninha Portal,se foi,,SE FOI,T-039.497.697-6,aninha portal,t-039.497.697-6,clean unified,Planilha UNA.xlsx
Verdade,Karinah,verdade,,VERDADE,T-302.003.913-4,karinah,t-302.003.913-4,clean unified,Planilha UNA.xlsx
Domingo,Inspirasom,domingo,,DOMINGO,T-307.003.485-0,inspirasom,t-307.003.485-0,clean unified,Planilha UNA.xlsx
Domingo,Inspirasom,domingo,,DOMINGO,T-301.991.455-3,inspirasom,t-301.991.455-3,clean unified,Planilha UNA.xlsx
Até O Céu,"Anitta,Mc Cabelinho",ate o ceu,,ATÉ O CÉU,T-333.819.469-3,"anitta,mc cabelinho",t-333.819.469-3,clean unified,Planilha UNA.xlsx
Deja Vu,Olivia Rodrigo,deja vu,,DÉJÀ VU,T-308.187.765-4,olivia rodrigo,t-308.187.765-4,clean unified,Planilha UNA.xlsx
Drama,Rico Dalasam,drama,,DRAMA,T-039.662.293-7,rico dalasam,t-039.662.293-7,clean unified,Planilha UNA.xlsx
Drama,Rico Dalasam,drama,,DRAMA,T-932.546.398-7,rico dalasam,t-932.546.398-7,clean unified,Planilha UNA.xlsx
Drama,Rico Dalasam,drama,,DRAMA,T-321.537.188-9,rico dalasam,t-321.537.188-9,clean unified,Planilha UNA.xlsx
Temporal,Bruna Mendez,temporal,,TEMPORAL,T-307.003.180-6,bruna mendez,t-307.003.180-6,clean unified,Planilha UNA.xlsx
Simbolo Da Paz,Ventania,simbolo da paz,,SÍMBOLO DA PAZ,,ventania,nan,clean unified,Planilha UNA.xlsx
Brisa,"Andy Gercker,Evelyn Castro,Roberta Rodrigues,Rodrigo Sant'anna",brisa,,BRISA,T-315.799.145-8,"andy gercker,evelyn castro,roberta rodrigues,rodrigo sant'anna",t-315.799.145-8,clean unified,Planilha UNA.xlsx
Brisa,"Andy Gercker,Evelyn Castro,Roberta Rodrigues,Rodrigo Sant'anna",brisa,,BRISA,T-316.180.981-6,"andy gercker,evelyn castro,roberta rodrigues,rodrigo sant'anna",t-316.180.981-6,clean unified,Planilha UNA.xlsx
Brisa,"Andy Gercker,Evelyn Castro,Roberta Rodrigues,Rodrigo Sant'anna",brisa,,BRISA,T-326.766.166-1,"andy gercker,evelyn castro,roberta rodrigues,rodrigo sant'anna",t-326.766.166-1,clean unified,Planilha UNA.xlsx
Fica,"Anavitória,Matheus & Kauan",fica,,FICA,,"anavitoria,matheus & kauan",nan,clean unified,Planilha UNA.xlsx
Me Perdoa,Ferrugem,me perdoa,,ME PERDOA,,ferrugem,nan,clean unified,Planilha UNA.xlsx
Tudo,Liniker,tudo,,TUDO,T-301.718.723-0,liniker,t-301.718.723-0,clean unified,Planilha UNA.xlsx
Freestyle,Xamã,freestyle,,FREESTYLE,T-321.150.611-1,xama,t-321.150.611-1,clean unified,Planilha UNA.xlsx
Carolina,Seu Jorge,carolina,,CAROLINA,,seu jorge,nan,clean unified,Planilha UNA.xlsx
Maria,Roberta Miranda,maria,,MARIA,T-307.006.304-2,roberta miranda,t-307.006.304-2,clean unified,Planilha UNA.xlsx
Maria,Roberta Miranda,maria,,MARIA,T-311.953.638-4,roberta miranda,t-311.953.638-4,clean unified,Planilha UNA.xlsx
Morena,Luan Santana,morena,,MORENA,,luan santana,nan,clean unified,Planilha UNA.xlsx
Morena,Luan Santana,morena,,MORENA,T-312.550.698-7,luan santana,t-312.550.698-7,clean unified,Planilha UNA.xlsx
Tanto Faz,Luan Santana,tanto faz,,TANTO FAZ,,luan santana,nan,clean unified,Planilha UNA.xlsx
Bigode Grosso,Mc Marcelly,bigode grosso,,BIGODE GROSSO,T-040.000.440-1,mc marcelly,t-040.000.440-1,clean unified,Planilha UNA.xlsx
Obsessão,Beatriz Rabello,obsessao,,OBSESSÃO,T-039.632.967-1,beatriz rabello,t-039.632.967-1,clean unified,Planilha UNA.xlsx
Recomeçar,Beatriz Rabello,recomecar,,RECOMECAR,T-039.311.437-8,beatriz rabello,t-039.311.437-8,clean unified,Planilha UNA.xlsx
Recomeçar,Beatriz Rabello,recomecar,,RECOMEÇAR,T-308.840.890-2,beatriz rabello,t-308.840.890-2,clean unified,Planilha UNA.xlsx
Recomeçar,Beatriz Rabello,recomecar,,RECOMEÇAR,T-316.010.042-1,beatriz rabello,t-316.010.042-1,clean unified,Planilha UNA.xlsx
Recomeçar,Beatriz Rabello,recomecar,,RECOMEÇAR,,beatriz rabello,nan,clean unified,Planilha UNA.xlsx
Sugar,"Francesco Yates,Robin Schulz",sugar,,SUGAR,T-039.948.077-3,"francesco yates,robin schulz",t-039.948.077-3,clean unified,Planilha UNA.xlsx
Macetando,"Ivete Sangalo,Ludmilla",macetando,,MACETANDO,T-318.000.000-0,"ivete sangalo,ludmilla",t-318.000.000-0,clean unified,Planilha UNA.xlsx
Maria,Ricky Martin,maria,,MARIA,T-307.006.304-2,ricky martin,t-307.006.304-2,clean unified,Planilha UNA.xlsx
Maria,Ricky Martin,maria,,MARIA,T-311.953.638-4,ricky martin,t-311.953.638-4,clean unified,Planilha UNA.xlsx
Oração,"Alexandre Carlo,Oriente",oracao,,ORACAO,T-040.521.423-4,"alexandre carlo,oriente",t-040.521.423-4,clean unified,Planilha UNA.xlsx
Eu Sei,Gabriel Elias,eu sei,,EU SEI,T-323.310.474-6,gabriel elias,t-323.310.474-6,clean unified,Planilha UNA.xlsx
Vamos Fugir,Gabriel Elias,vamos fugir,,VAMOS FUGIR,T-305.415.581-2,gabriel elias,t-305.415.581-2,clean unified,Planilha UNA.xlsx
2020,Sbtrkt,2020,,2020,T-301.721.117-1,sbtrkt,t-301.721.117-1,clean unified,Planilha UNA.xlsx
2020,Sbtrkt,2020,,2020,,sbtrkt,nan,clean unified,Planilha UNA.xlsx
Desafio,Harmonia Do Samba,desafio,,DESAFIO,T-040.453.293-9,harmonia do samba,t-040.453.293-9,clean unified,Planilha UNA.xlsx
Desafio,Harmonia Do Samba,desafio,,DESAFIO,T-312.554.786-2,harmonia do samba,t-312.554.786-2,clean unified,Planilha UNA.xlsx
Primavera,"Francisco, El Hombre",primavera,,PRIMAVERA,T-330.191.323-1,"francisco, el hombre",t-330.191.323-1,clean unified,Planilha UNA.xlsx
Primavera,"Francisco, El Hombre",primavera,,PRIMAVERA,T-040.160.962-8,"francisco, el hombre",t-040.160.962-8,clean unified,Planilha UNA.xlsx
Segredo,Ana Gabriela,segredo,,SEGREDO,T-039.611.383-9,ana gabriela,t-039.611.383-9,clean unified,Planilha UNA.xlsx
Ela,Clarissa,ela,,ELA,T-322.696.235-8,clarissa,t-322.696.235-8,clean unified,Planilha UNA.xlsx
Summertime,"Modern Jazz Quartet, The",summertime,,SUMMERTIME,T-317.793.940-7,"modern jazz quartet, the",t-317.793.940-7,clean unified,Planilha UNA.xlsx
Pantanal,Maria Bethania,pantanal,,PANTANAL,T-318.464.891-3,maria bethania,t-318.464.891-3,clean unified,Planilha UNA.xlsx
Summertime,Personagem Tieta,summertime,,SUMMERTIME,T-317.793.940-7,personagem tieta,t-317.793.940-7,clean unified,Planilha UNA.xlsx
Sentadinha,Léo Santana,sentadinha,,SENTADINHA,T-306.792.989-5,leo santana,t-306.792.989-5,clean unified,Planilha UNA.xlsx
Sentadinha,Léo Santana,sentadinha,,SENTADINHA,T-308.506.890-8,leo santana,t-308.506.890-8,clean unified,Planilha UNA.xlsx
Chega,Mart'nália,chega,,CHÊGA,T-312.562.445-1,mart'nalia,t-312.562.445-1,clean unified,Planilha UNA.xlsx
Vencedor,Calcinha Preta,vencedor,,VENCEDOR,T-313.263.562-8,calcinha preta,t-313.263.562-8,clean unified,Planilha UNA.xlsx
Satisfação,Tati Quebra Barraco,satisfacao,,SATISFAÇÃO,T-302.730.937-7,tati quebra barraco,t-302.730.937-7,clean unified,Planilha UNA.xlsx
Idgaf,"Brendon Urie,Ciara O'connor,Dua Lipa,Maitre Gims,Mnek,Noah A Seelmann,Saweetie,Todd Sherman Clark,Uzoechi Osisioma Emenike",idgaf,,IDGAF,T-304.308.877-9,"brendon urie,ciara o'connor,dua lipa,maitre gims,mnek,noah a seelmann,saweetie,todd sherman clark,uzoechi osisioma emenike",t-304.308.877-9,clean unified,Planilha UNA.xlsx
Tudo Ok,"Js Mão De Ouro,Mila,Thiaguinho Mt",tudo ok,,TUDO OK,T-040.059.792-3,"js mao de ouro,mila,thiaguinho mt",t-040.059.792-3,clean unified,Planilha UNA.xlsx
Sou Eu,Ludmilla,sou eu,,SOU EU,T-042.615.532-9,ludmilla,t-042.615.532-9,clean unified,Planilha UNA.xlsx
Morena,Vitor Kley,morena,,MORENA,,vitor kley,nan,clean unified,Planilha UNA.xlsx
Morena,Vitor Kley,morena,,MORENA,T-312.550.698-7,vitor kley,t-312.550.698-7,clean unified,Planilha UNA.xlsx
Breakdown,Jack Johnson,breakdown,,BREAKDOWN,T-316.329.272-2,jack johnson,t-316.329.272-2,clean unified,Planilha UNA.xlsx
Letícia,"Duguinho Do Acordeon,Jota Reis,Samir Trindade,Saymon Marques",leticia,,LETICIA,T-039.948.058-0,"duguinho do acordeon,jota reis,samir trindade,saymon marques",t-039.948.058-0,clean unified,Planilha UNA.xlsx
Quem É Você,"Fabiano Menotti,Juju Menotti",quem e voce,,QUEM É VOCÊ,T-327.279.661-5,"fabiano menotti,juju menotti",t-327.279.661-5,clean unified,Planilha UNA.xlsx
Nostalgia,Pablo Dominguez,nostalgia,,NOSTALGIA,T-306.794.342-0,pablo dominguez,t-306.794.342-0,clean unified,Planilha UNA.xlsx
Saudade,Pablo Dominguez,saudade,,SAUDADE,T-306.509.964-7,pablo dominguez,t-306.509.964-7,clean unified,Planilha UNA.xlsx
Saudade,Pablo Dominguez,saudade,,SAUDADE,T-039.751.632-3,pablo dominguez,t-039.751.632-3,clean unified,Planilha UNA.xlsx
Saudade,Pablo Dominguez,saudade,,SAUDADE,,pablo dominguez,nan,clean unified,Planilha UNA.xlsx
Saudade,Pablo Dominguez,saudade,,SAUDADE,T-305.264.938-0,pablo dominguez,t-305.264.938-0,clean unified,Planilha UNA.xlsx
Aurora,Pablo Dominguez,aurora,,AURORA,,pablo dominguez,nan,clean unified,Planilha UNA.xlsx
Roda Gigante,Pablo Domiguez,roda gigante,,RODA GIGANTE,T-322.010.787-5,pablo domiguez,t-322.010.787-5,clean unified,Planilha UNA.xlsx
Sugar,Robin Schulz,sugar,,SUGAR,T-039.948.077-3,robin schulz,t-039.948.077-3,clean unified,Planilha UNA.xlsx
Espelho,João Nogueira,espelho,,ESPELHO,T-931.652.333-8,joao nogueira,t-931.652.333-8,clean unified,Planilha UNA.xlsx
Espelho,João Nogueira,espelho,,ESPELHO,T-335.571.845-1,joao nogueira,t-335.571.845-1,clean unified,Planilha UNA.xlsx
Andarilho,Majur,andarilho,,ANDARILHO,T-330.191.305-9,majur,t-330.191.305-9,clean unified,Planilha UNA.xlsx
Vitória,Vital,vitoria,,VITÓRIA,,vital,nan,clean unified,Planilha UNA.xlsx
Saudade,Day Macedo,saudade,,SAUDADE,T-306.509.964-7,day macedo,t-306.509.964-7,clean unified,Planilha UNA.xlsx
Saudade,Day Macedo,saudade,,SAUDADE,T-039.751.632-3,day macedo,t-039.751.632-3,clean unified,Planilha UNA.xlsx
Saudade,Day Macedo,saudade,,SAUDADE,,day macedo,nan,clean unified,Planilha UNA.xlsx
Saudade,Day Macedo,saudade,,SAUDADE,T-305.264.938-0,day macedo,t-305.264.938-0,clean unified,Planilha UNA.xlsx
Penumbra,"Djonga,Rapaz Do Dread,Sarah Guedes",penumbra,,PENUMBRA,T-040.011.904-1,"djonga,rapaz do dread,sarah guedes",t-040.011.904-1,clean unified,Planilha UNA.xlsx
Na Mão De Quem,"Dow Raiz,Marina Peralta",na mao de quem,,NA MÃO DE QUEM,T-325.956.784-1,"dow raiz,marina peralta",t-325.956.784-1,clean unified,Planilha UNA.xlsx
Cabeça Erguida,"Cynthia Luz,Drik Barbosa,Lourena",cabeca erguida,,CABEÇA ERGUIDA,T-317.794.109-8,"cynthia luz,drik barbosa,lourena",t-317.794.109-8,clean unified,Planilha UNA.xlsx
Vermelho,Rodrigo Sant'anna,vermelho,,VERMELHO,T-313.315.106-7,rodrigo sant'anna,t-313.315.106-7,clean unified,Planilha UNA.xlsx
Morena,Clayton & Romário,morena,,MORENA,,clayton & romario,nan,clean unified,Planilha UNA.xlsx
Morena,Clayton & Romário,morena,,MORENA,T-312.550.698-7,clayton & romario,t-312.550.698-7,clean unified,Planilha UNA.xlsx
Primavera,"Francis Hime,Olivia Hime",primavera,,PRIMAVERA,T-330.191.323-1,"francis hime,olivia hime",t-330.191.323-1,clean unified,Planilha UNA.xlsx
Primavera,"Francis Hime,Olivia Hime",primavera,,PRIMAVERA,T-040.160.962-8,"francis hime,olivia hime",t-040.160.962-8,clean unified,Planilha UNA.xlsx
Idgaf,Dua Lipa,idgaf,,IDGAF,T-304.308.877-9,dua lipa,t-304.308.877-9,clean unified,Planilha UNA.xlsx
Baile De Favela,Mc João,baile de favela,,BAILE DE FAVELA,T-303.383.693-6,mc joao,t-303.383.693-6,clean unified,Planilha UNA.xlsx
Do Lado De Cá,Chimarruts,do lado de ca,,DO LADO DE CÁ,,chimarruts,nan,clean unified,Planilha UNA.xlsx
Aurora,Simone Lial,aurora,,AURORA,,simone lial,nan,clean unified,Planilha UNA.xlsx
Pegando Fogo,Simone Lial,pegando fogo,,PEGANDO FOGO,T-305.213.998-3,simone lial,t-305.213.998-3,clean unified,Planilha UNA.xlsx
Invisível,Jovem Dionisio,invisivel,,INVISÍVEL,T-327.329.923-9,jovem dionisio,t-327.329.923-9,clean unified,Planilha UNA.xlsx
Sinto Muito,Jovem Dionisio,sinto muito,,SINTO MUITO,T-325.460.763-7,jovem dionisio,t-325.460.763-7,clean unified,Planilha UNA.xlsx
Sebastiana,Luiz Gonzaga,sebastiana,,SEBASTIANA,,luiz gonzaga,nan,clean unified,Planilha UNA.xlsx
Girassol,Fábio Porchat,girassol,,GIRASSOL,T-335.572.256-0,fabio porchat,t-335.572.256-0,clean unified,Planilha UNA.xlsx
Doce,Jão,doce,,DOCE,,jao,nan,clean unified,Planilha UNA.xlsx
Doce,Jão,doce,,DOCE,T-313.795.621-5,jao,t-313.795.621-5,clean unified,Planilha UNA.xlsx
Sugar,Maroon 5,sugar,,SUGAR,T-039.948.077-3,maroon 5,t-039.948.077-3,clean unified,Planilha UNA.xlsx
Agradece,Marina Peralta,agradece,,AGRADECE,T-040.279.886-0,marina peralta,t-040.279.886-0,clean unified,Planilha UNA.xlsx
Demarcação,Marina Peralta,demarcacao,,DEMARCAÇÃO,T-313.247.524-8,marina peralta,t-313.247.524-8,clean unified,Planilha UNA.xlsx
Ela Encanta,Marina Peralta,ela encanta,,ELA ENCANTA,T-040.279.892-8,marina peralta,t-040.279.892-8,clean unified,Planilha UNA.xlsx
Garoa,Marina Peralta,garoa,,GAROA,T-040.279.889-3,marina peralta,t-040.279.889-3,clean unified,Planilha UNA.xlsx
Larga-Te,Marina Peralta,larga-te,,LARGA-TE,T-335.236.280-8,marina peralta,t-335.236.280-8,clean unified,Planilha UNA.xlsx
Mama Respect,Marina Peralta,mama respect,,MAMA RESPECT,T-040.437.544-5,marina peralta,t-040.437.544-5,clean unified,Planilha UNA.xlsx
Mulheres No Controle,Marina Peralta,mulheres no controle,,MULHERES NO CONTROLE,T-305.619.569-4,marina peralta,t-305.619.569-4,clean unified,Planilha UNA.xlsx
Pay Attention,Marina Peralta,pay attention,,PAY ATTENTION,T-304.710.519-7,marina peralta,t-304.710.519-7,clean unified,Planilha UNA.xlsx
Peço Licença,Marina Peralta,peco licenca,,PEÇO LICENÇA,T-335.361.863-6,marina peralta,t-335.361.863-6,clean unified,Planilha UNA.xlsx
Doce,Posada E O Clã,doce,,DOCE,,posada e o cla,nan,clean unified,Planilha UNA.xlsx
Doce,Posada E O Clã,doce,,DOCE,T-313.795.621-5,posada e o cla,t-313.795.621-5,clean unified,Planilha UNA.xlsx
Faxina,Posada E O Clã,faxina,,FAXINA,T-040.275.773-6,posada e o cla,t-040.275.773-6,clean unified,Planilha UNA.xlsx
Camomila,Kell Smith,camomila,,CAMOMILA,T-322.010.798-8,kell smith,t-322.010.798-8,clean unified,Planilha UNA.xlsx
Te Prometo,"Dennis Dj,Mc Don Juan",te prometo,,TE PROMETO,T-313.277.717-0,"dennis dj,mc don juan",t-313.277.717-0,clean unified,Planilha UNA.xlsx
Criminal,Britney Spears,criminal,,CRIMINAL,T-932.737.486-7,britney spears,t-932.737.486-7,clean unified,Planilha UNA.xlsx
Opening,Bruce Brubaker,opening,,OPENING,,bruce brubaker,nan,clean unified,Planilha UNA.xlsx
Leticia,Ze Vaqueiro,leticia,,LETICIA,T-039.948.058-0,ze vaqueiro,t-039.948.058-0,clean unified,Planilha UNA.xlsx
Mais Uma Vez,Marisa Monte,mais uma vez,,MAIS UMA VEZ,T-330.191.320-8,marisa monte,t-330.191.320-8,clean unified,Planilha UNA.xlsx
Perfume,Belo,perfume,,PERFUME,T-305.215.262-8,belo,t-305.215.262-8,clean unified,Planilha UNA.xlsx
Fetiche,Lauana Prado,fetiche,,FETICHE,T-316.009.896-0,lauana prado,t-316.009.896-0,clean unified,Planilha UNA.xlsx
Maquina Do Tempo,Matue,maquina do tempo,,MAQUINA DO TEMPO,T-040.341.279-2,matue,t-040.341.279-2,clean unified,Planilha UNA.xlsx
Maquina Do Tempo,Matue,maquina do tempo,,MÁQUINA DO TEMPO,T-301.567.051-2,matue,t-301.567.051-2,clean unified,Planilha UNA.xlsx
Sinais,Sorriso Maroto,sinais,,SINAIS,T-039.662.232-4,sorriso maroto,t-039.662.232-4,clean unified,Planilha UNA.xlsx
Cabeca Erguida,"Cynthia Luz,Drik Barbosa,Lourena",cabeca erguida,,CABEÇA ERGUIDA,T-317.794.109-8,"cynthia luz,drik barbosa,lourena",t-317.794.109-8,clean unified,Planilha UNA.xlsx
Mil Motivos,Rachel Novaes,mil motivos,,MIL MOTIVOS,,rachel novaes,nan,clean unified,Planilha UNA.xlsx
Alvorada,"Alcione,Cartola",alvorada,,ALVORADA,T-040.011.846-8,"alcione,cartola",t-040.011.846-8,clean unified,Planilha UNA.xlsx
Alvorada,"Alcione,Cartola",alvorada,,ALVORADA,,"alcione,cartola",nan,clean unified,Planilha UNA.xlsx
Copacabana,Salome Da Bahia,copacabana,,COPACABANA,,salome da bahia,nan,clean unified,Planilha UNA.xlsx
Copacabana,Rex Gildo,copacabana,,COPACABANA,,rex gildo,nan,clean unified,Planilha UNA.xlsx
Tira A Camisa,"Elenco,Plateia",tira a camisa,,TIRA A CAMISA,T-040.165.605-0,"elenco,plateia",t-040.165.605-0,clean unified,Planilha UNA.xlsx
Tempo,Elenco,tempo,,TEMPO,T-039.406.064-0,elenco,t-039.406.064-0,clean unified,Planilha UNA.xlsx
Tempo,Elenco,tempo,,TEMPO,T-323.976.460-0,elenco,t-323.976.460-0,clean unified,Planilha UNA.xlsx
Sebastiana,Anonimo,sebastiana,,SEBASTIANA,,anonimo,nan,clean unified,Planilha UNA.xlsx
